n,m,k0,initial_nodes,iteration,reciprocal_threshold,df,entropy,normalized_entropy,spectral_scaling,spectral_gap,root_is_leader,filename
20,3,1,1,5,0.125,0.3924224918040799,1.712547359131685,0.9589749350570322,17.97224707467826,3.986696537502304,False,prices_model_n20_m3_k01_initial_nodes1_p0.12_iteration5
20,3,1,1,6,0.125,0.3689766795684648,1.7091949029698803,0.9633431847701208,15.60755866634362,4.319449394866226,False,prices_model_n20_m3_k01_initial_nodes1_p0.12_iteration6
20,3,1,1,7,0.125,0.3095238287061086,1.7146925390414396,0.9793692707174853,13.919957577801018,2.962546315596472,False,prices_model_n20_m3_k01_initial_nodes1_p0.12_iteration7
20,3,1,1,8,0.125,0.2186642800355282,1.73235680940147,0.9944620099567112,11.063275153541968,2.7817872470143405,False,prices_model_n20_m3_k01_initial_nodes1_p0.12_iteration8
20,3,1,1,9,0.125,0.3644626161928478,1.703856742223352,0.9625889757748852,13.784382729164085,3.948426295087068,False,prices_model_n20_m3_k01_initial_nodes1_p0.12_iteration9
20,3,1,1,0,0.1666666666666666,0.5148491111070354,1.5741042948539978,0.9066509187618368,14.058608916029891,3.98158356904262,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration0
20,3,1,1,1,0.1666666666666666,0.5805301549938624,1.552528584780914,0.8694236617936096,17.390709338448353,4.142055088060949,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration1
20,3,1,1,2,0.1666666666666666,0.4968892159781685,1.5790872570987238,0.9119872036312828,12.690618608515958,3.475626378214712,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration2
20,3,1,1,3,0.1666666666666666,0.4974703740807226,1.5693175989401151,0.9043680540616787,14.9299732035175,3.4796838754742865,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration3
20,3,1,1,4,0.1666666666666666,0.5489458860028448,1.564537214269998,0.8888828100339856,14.646726944586575,3.577647584534052,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration4
20,3,1,1,5,0.1666666666666666,0.5191286004489859,1.5690350782392786,0.9051021939067636,16.06194646783588,3.421833560323899,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration5
20,3,1,1,6,0.1666666666666666,0.544365292363491,1.5502994911390586,0.8821057200575108,13.936342255919635,4.087089059967538,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration6
20,3,1,1,7,0.1666666666666666,0.5349651262808193,1.5682400214792376,0.8904094276428041,15.051266919554903,4.000565205402751,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration7
20,3,1,1,8,0.1666666666666666,0.5373247443289108,1.5822696370893805,0.8961008246570381,16.12175016953449,3.741220557751691,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration8
20,3,1,1,9,0.1666666666666666,0.5502924778885976,1.561418715298908,0.8790991989208033,18.24761651641173,4.0813127601579335,False,prices_model_n20_m3_k01_initial_nodes1_p0.17_iteration9
20,3,1,1,0,0.2083333333333333,0.7084882602669395,1.3827850808409932,0.7686475704700185,16.409326818328577,3.489222277903504,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration0
20,3,1,1,1,0.2083333333333333,0.6910426460719068,1.3858214590829838,0.7814936713312803,15.697106845007209,4.068283346617948,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration1
20,3,1,1,2,0.2083333333333333,0.687218988507477,1.3789904864207605,0.7729951362480381,16.00123292931872,4.586609256008542,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration2
20,3,1,1,3,0.2083333333333333,0.6490891976720047,1.386291816874449,0.803373571834752,12.805824188569474,3.275977909706129,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration3
20,3,1,1,4,0.2083333333333333,0.6856346208679478,1.3850768174512122,0.7838497522444038,14.868756366082907,3.714122348823665,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration4
20,3,1,1,5,0.2083333333333333,0.6772387708129147,1.3819878996376518,0.7831816649852044,15.535770621139578,3.892442296999041,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration5
20,3,1,1,6,0.2083333333333333,0.7218911002101859,1.34154381651628,0.7473250212548972,18.241565781870445,4.030650145974627,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration6
20,3,1,1,7,0.2083333333333333,0.6622330239588712,1.3861979690701505,0.7994339130779615,16.180171924619117,3.939660159497557,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration7
20,3,1,1,8,0.2083333333333333,0.65533145540894,1.3845148843830752,0.7965709342509945,14.338223283866691,3.893517734507397,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration8
20,3,1,1,9,0.2083333333333333,0.7293337339863165,1.3857835317518192,0.760512625022862,15.019726573729828,3.7692360845792456,False,prices_model_n20_m3_k01_initial_nodes1_p0.21_iteration9
20,3,1,1,0,0.25,0.8944271909999159,1.0986122886681098,0.5889408467200925,18.13636961994865,4.283991800410193,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration0
20,3,1,1,1,0.25,0.8944271909999159,1.0986122886681098,0.6022110064313637,16.072705712012045,3.873611724611093,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration1
20,3,1,1,2,0.25,0.8944271909999159,1.0986122886681098,0.5959209694013201,18.975705106310446,4.572887862662258,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration2
20,3,1,1,3,0.25,0.8944271909999159,1.0986122886681098,0.5967831007644507,17.90209926661858,4.094094679659998,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration3
20,3,1,1,4,0.25,0.8944271909999159,1.0986122886681098,0.6010306475074016,15.287212114940528,3.896819857048972,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration4
20,3,1,1,5,0.25,0.8944271909999159,1.0986122886681098,0.5917836685693862,19.58229756128856,4.296983552404164,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration5
20,3,1,1,6,0.25,0.8944271909999159,1.0986122886681098,0.6048534028533337,18.195194552682,3.614687783495536,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration6
20,3,1,1,7,0.25,0.8944271909999159,1.0986122886681098,0.5938068287904591,14.96615114538922,4.4172722631381625,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration7
20,3,1,1,8,0.25,0.8944271909999159,1.0986122886681098,0.6035209498066204,13.52199419549298,3.3210675177768287,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration8
20,3,1,1,9,0.25,0.8944271909999159,1.0986122886681098,0.5979610548550351,15.279658166308923,4.240707703648738,False,prices_model_n20_m3_k01_initial_nodes1_p0.25_iteration9
20,3,1,1,0,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5952795159970177,15.654056372897518,4.236710922976835,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration0
20,3,1,1,1,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5957695420691476,17.355817284660183,3.840862831750816,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration1
20,3,1,1,2,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5901065520528463,15.457447876839463,4.185262041978605,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration2
20,3,1,1,3,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5776294256547121,18.27713446922125,4.46301247251323,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration3
20,3,1,1,4,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5890746341473099,15.660956988660674,4.015940624621013,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration4
20,3,1,1,5,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5989633334462307,14.82403886306988,3.904990932042237,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration5
20,3,1,1,6,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5904901606991053,17.2373040281461,3.9949570195154513,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration6
20,3,1,1,7,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5971907069953934,15.565942231293125,3.9425800703606506,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration7
20,3,1,1,8,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5989747510842558,14.57869518103825,4.119208967623799,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration8
20,3,1,1,9,0.2916666666666666,0.8944271909999159,1.0986122886681098,0.5829888025130854,17.12348592868425,4.465763874700672,False,prices_model_n20_m3_k01_initial_nodes1_p0.29_iteration9
20,3,1,1,0,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.369251889572486,18.78302586956423,4.80093418889748,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration0
20,3,1,1,1,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3814571840600297,15.966814156902563,4.1800911607892,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration1
20,3,1,1,2,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3688312127956248,18.26962966352282,4.553173192099353,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration2
20,3,1,1,3,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3732976851381731,17.897028458115514,4.220115241778997,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration3
20,3,1,1,4,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3801509715926909,16.351735673249134,3.7868756114922113,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration4
20,3,1,1,5,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.366921190670636,18.68127444166242,4.836742038396313,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration5
20,3,1,1,6,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3698161566543177,19.148481403278293,4.5147806630712,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration6
20,3,1,1,7,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3830345763217314,17.346452049252964,3.857886363805685,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration7
20,3,1,1,8,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3732928151765042,19.559934306431213,4.608582062092374,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration8
20,3,1,1,9,0.3333333333333333,0.9459053029269172,0.6931471805599452,0.3771466479587023,19.2987842371014,4.471611240606588,False,prices_model_n20_m3_k01_initial_nodes1_p0.33_iteration9
20,3,1,1,0,0.375,0.9459053029269172,0.6931471805599452,0.3848592650575246,19.8466645711272,3.636760616195011,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration0
20,3,1,1,1,0.375,0.9459053029269172,0.6931471805599452,0.3836645029841425,14.442630944588332,3.492018515422977,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration1
20,3,1,1,2,0.375,0.9459053029269172,0.6931471805599452,0.3775316473853269,17.9725265128574,4.2118031002053264,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration2
20,3,1,1,3,0.375,0.9459053029269172,0.6931471805599452,0.3782213166028965,14.44291400849028,3.879152458695231,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration3
20,3,1,1,4,0.375,0.9459053029269172,0.6931471805599452,0.3723790506278212,17.4032681954859,4.1448313841387705,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration4
20,3,1,1,5,0.375,0.9459053029269172,0.6931471805599452,0.3890207452927357,12.684276908094985,3.55584817148068,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration5
20,3,1,1,6,0.375,0.9459053029269172,0.6931471805599452,0.386819840257741,14.05162324048596,3.7413883090625712,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration6
20,3,1,1,7,0.375,0.9459053029269172,0.6931471805599452,0.3848503619342405,18.898414869637985,3.677982300484031,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration7
20,3,1,1,8,0.375,0.9459053029269172,0.6931471805599452,0.3870553085787893,14.144047585451752,3.3720836151835183,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration8
20,3,1,1,9,0.375,0.9459053029269172,0.6931471805599452,0.3784252504666369,16.563379855816493,3.910956451887905,False,prices_model_n20_m3_k01_initial_nodes1_p0.38_iteration9
20,3,1,1,0,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3716332192078667,18.470491775205787,4.097255316030124,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration0
20,3,1,1,1,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3765901919826412,16.640701784288975,3.4231746310997413,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration1
20,3,1,1,2,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3746873374596984,17.220376935907986,4.315796388624411,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration2
20,3,1,1,3,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3799020888573874,16.856449741778768,4.305977215762551,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration3
20,3,1,1,4,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.382402303533383,18.033427923900557,4.125443788450168,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration4
20,3,1,1,5,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3882327840303949,15.040619560033186,3.8316520675312433,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration5
20,3,1,1,6,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3838927974580582,16.070795747394328,3.869961520371979,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration6
20,3,1,1,7,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3756619030174984,17.079052404446912,4.480380087553159,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration7
20,3,1,1,8,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3749672681491591,17.391170186636877,4.2552865835238265,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration8
20,3,1,1,9,0.4166666666666666,0.9459053029269172,0.6931471805599452,0.3780458085863599,14.85438061686766,3.643513183360878,False,prices_model_n20_m3_k01_initial_nodes1_p0.42_iteration9
20,3,1,1,0,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3719102890529949,18.40400319938384,4.236199308291418,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration0
20,3,1,1,1,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.371282680073427,17.430582226133282,3.945255244429457,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration1
20,3,1,1,2,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3779781851954383,19.112105819265665,4.379997930948159,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration2
20,3,1,1,3,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3768205830618234,17.44064146814073,4.273806125979014,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration3
20,3,1,1,4,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3723614351318715,14.917160019323736,4.269692389147606,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration4
20,3,1,1,5,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3772400941139266,15.757336070471457,4.190188019506561,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration5
20,3,1,1,6,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.382488213024195,14.711909798027383,3.91117779647324,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration6
20,3,1,1,7,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3699552948521589,17.65913334145227,4.373886852518101,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration7
20,3,1,1,8,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3755332364388553,16.202851487906972,4.176189742507586,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration8
20,3,1,1,9,0.4583333333333333,0.9459053029269172,0.6931471805599452,0.3726786049727289,19.615365483397973,4.335239018109409,False,prices_model_n20_m3_k01_initial_nodes1_p0.46_iteration9
20,3,1,1,0,0.5,0.9816498172140428,0.0,0.0,20.485558332822794,4.5984662010585104,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration0
20,3,1,1,1,0.5,0.9816498172140428,0.0,0.0,17.823397415045218,4.27906001410784,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration1
20,3,1,1,2,0.5,0.9816498172140428,0.0,0.0,18.69150369785252,4.257985923632422,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration2
20,3,1,1,3,0.5,0.9816498172140428,0.0,0.0,16.214345000487736,4.256787105220003,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration3
20,3,1,1,4,0.5,0.9816498172140428,0.0,0.0,16.725335950152136,3.4860554781165334,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration4
20,3,1,1,5,0.5,0.9816498172140428,0.0,0.0,16.41411887339824,3.581439326850082,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration5
20,3,1,1,6,0.5,0.9816498172140428,0.0,0.0,17.639759153695874,4.2533278293529255,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration6
20,3,1,1,7,0.5,0.9816498172140428,0.0,0.0,19.20006964091495,4.711574781111304,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration7
20,3,1,1,8,0.5,0.9816498172140428,0.0,0.0,20.13485251128921,4.080187099626103,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration8
20,3,1,1,9,0.5,0.9816498172140428,0.0,0.0,17.953394469580005,3.7769716552054575,False,prices_model_n20_m3_k01_initial_nodes1_p0.5_iteration9
20,3,1,1,0,0.5416666666666666,0.9816498172140428,0.0,0.0,17.863928995380892,4.090082683616833,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration0
20,3,1,1,1,0.5416666666666666,0.9816498172140428,0.0,0.0,16.063398043312272,3.862979031264513,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration1
20,3,1,1,2,0.5416666666666666,0.9816498172140428,0.0,0.0,20.12663869774346,4.506407668777477,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration2
20,3,1,1,3,0.5416666666666666,0.9816498172140428,0.0,0.0,18.415679357705606,4.4297024346273535,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration3
20,3,1,1,4,0.5416666666666666,0.9816498172140428,0.0,0.0,15.073908708611553,3.820377039279272,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration4
20,3,1,1,5,0.5416666666666666,0.9816498172140428,0.0,0.0,16.929447905487844,4.245777511978265,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration5
20,3,1,1,6,0.5416666666666666,0.9816498172140428,0.0,0.0,15.846216485562602,3.7544394047460297,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration6
20,3,1,1,7,0.5416666666666666,0.9816498172140428,0.0,0.0,18.73263988023628,3.973807949935024,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration7
20,3,1,1,8,0.5416666666666666,0.9816498172140428,0.0,0.0,19.0353311294125,4.129074490369781,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration8
20,3,1,1,9,0.5416666666666666,0.9816498172140428,0.0,0.0,15.488942147569814,3.7195081679098063,False,prices_model_n20_m3_k01_initial_nodes1_p0.54_iteration9
20,3,1,1,0,0.5833333333333333,0.9816498172140428,0.0,0.0,15.29339913930873,3.729127725336933,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration0
20,3,1,1,1,0.5833333333333333,0.9816498172140428,0.0,0.0,18.53866271504483,4.599197871551146,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration1
20,3,1,1,2,0.5833333333333333,0.9816498172140428,0.0,0.0,16.10456779035543,3.964642672677549,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration2
20,3,1,1,3,0.5833333333333333,0.9816498172140428,0.0,0.0,15.077380279706327,3.6039943335172753,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration3
20,3,1,1,4,0.5833333333333333,0.9816498172140428,0.0,0.0,18.845608900305127,4.459740571558539,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration4
20,3,1,1,5,0.5833333333333333,0.9816498172140428,0.0,0.0,21.71594358009494,4.687918993814449,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration5
20,3,1,1,6,0.5833333333333333,0.9816498172140428,0.0,0.0,17.961606480669875,4.41274192938743,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration6
20,3,1,1,7,0.5833333333333333,0.9816498172140428,0.0,0.0,16.21548707960426,4.133342773885298,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration7
20,3,1,1,8,0.5833333333333333,0.9816498172140428,0.0,0.0,14.706071564111554,4.087567749481579,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration8
20,3,1,1,9,0.5833333333333333,0.9816498172140428,0.0,0.0,19.465708753530517,4.2628970987257615,False,prices_model_n20_m3_k01_initial_nodes1_p0.58_iteration9
20,3,1,1,0,0.625,0.9816498172140428,0.0,0.0,17.45644223330597,3.146429862221977,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration0
20,3,1,1,1,0.625,0.9816498172140428,0.0,0.0,15.55286723850614,3.59437516279961,False,prices_model_n20_m3_k01_initial_nodes1_p0.62_iteration1
